num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
1,Internet,RoundTrip,1,84,15,Fri,ICNPEN,1,1,0,6.62,0
1,Internet,RoundTrip,9,1,6,Fri,ICNPEN,1,0,0,6.62,0
1,Internet,RoundTrip,321,31,15,Thu,ICNSBW,1,0,0,6.62,0
1,Internet,RoundTrip,23,90,0,Tue,ICNSBW,1,0,0,6.62,0
1,Internet,RoundTrip,231,17,1,Wed,ICNSBW,1,0,1,6.62,1
1,Internet,RoundTrip,220,54,12,Mon,ICNSBW,1,0,0,6.62,1
1,Internet,RoundTrip,6,28,21,Thu,ICNSBW,1,0,0,6.62,0
1,Internet,RoundTrip,110,19,12,Mon,ICNSBW,1,0,0,6.62,1
1,Internet,RoundTrip,11,77,1,Tue,ICNSDK,1,1,1,6.62,0
1,Mobile,RoundTrip,42,40,10,Thu,IKAKCH,1,0,0,8.15,0
1,Internet,RoundTrip,59,31,4,Thu,IKAPEN,0,0,0,8.15,0
1,Internet,RoundTrip,50,28,12,Wed,IKAPEN,1,1,0,8.15,0
2,Internet,RoundTrip,22,20,2,Wed,IKAPEN,0,0,0,8.15,0
1,Internet,RoundTrip,14,63,12,Tue,IKAPEN,1,1,1,8.15,1
2,Internet,RoundTrip,25,18,17,Sat,JEDPEN,1,0,0,9.5,1
1,Internet,RoundTrip,37,50,12,Mon,JHBKIX,0,0,0,7,0
1,Internet,RoundTrip,7,42,2,Wed,JHBKIX,1,0,1,7,0
1,Internet,RoundTrip,19,89,1,Fri,JHBKIX,1,0,1,7,0
1,Internet,RoundTrip,6,64,2,Wed,JHBKIX,1,0,1,7,0
1,Internet,RoundTrip,1,43,15,Sun,JHBKIX,1,0,0,7,0
2,Internet,RoundTrip,73,17,6,Wed,JHBKIX,1,1,0,7,1
1,Internet,RoundTrip,15,59,6,Wed,JHBKTM,1,0,0,4.75,1
2,Internet,RoundTrip,38,65,2,Fri,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,56,62,8,Fri,JHBKTM,1,0,0,4.75,0
2,Internet,RoundTrip,7,64,1,Thu,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,4,42,3,Thu,JHBKTM,1,0,0,4.75,1
3,Internet,RoundTrip,10,61,7,Tue,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,6,60,2,Sat,JHBKTM,1,0,0,4.75,1
2,Internet,RoundTrip,16,91,3,Wed,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,17,40,6,Sat,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,102,40,2,Wed,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,31,31,6,Mon,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,35,73,3,Tue,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,57,46,10,Tue,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,0,23,8,Tue,JHBKTM,0,0,0,4.75,1
1,Internet,RoundTrip,21,34,8,Mon,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,13,37,9,Tue,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,82,69,1,Tue,JHBKTM,1,0,1,4.75,1
1,Internet,RoundTrip,22,24,11,Sun,JHBKTM,0,0,0,4.75,0
1,Internet,RoundTrip,22,53,5,Tue,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,68,55,2,Fri,JHBKTM,1,0,1,4.75,1
1,Internet,RoundTrip,23,61,7,Fri,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,29,60,12,Sun,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,4,74,5,Thu,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,15,60,7,Tue,JHBKTM,1,0,1,4.75,1
1,Internet,RoundTrip,19,31,1,Mon,JHBKTM,1,0,0,4.75,1
3,Internet,RoundTrip,17,35,8,Fri,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,81,81,8,Wed,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,50,29,2,Tue,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,3,111,3,Sun,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,13,61,4,Wed,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,17,91,1,Tue,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,1,49,4,Wed,JHBKTM,1,0,1,4.75,0
1,Internet,RoundTrip,8,59,8,Thu,JHBKTM,1,0,1,4.75,1
1,Internet,RoundTrip,71,61,8,Tue,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,2,62,5,Sat,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,35,57,6,Wed,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,7,91,2,Wed,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,10,59,4,Mon,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,34,63,4,Tue,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,6,66,7,Fri,JHBKTM,0,0,0,4.75,0
1,Internet,RoundTrip,97,32,5,Tue,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,33,44,13,Tue,JHBKTM,1,1,1,4.75,1
1,Internet,RoundTrip,4,24,8,Fri,JHBKTM,0,0,0,4.75,0
1,Internet,RoundTrip,47,74,10,Wed,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,64,77,2,Thu,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,29,37,7,Tue,JHBKTM,1,0,0,4.75,0
1,Mobile,RoundTrip,1,46,9,Wed,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,1,62,11,Fri,JHBKTM,0,0,0,4.75,1
1,Internet,RoundTrip,53,27,9,Thu,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,1,93,10,Mon,JHBKTM,0,0,0,4.75,0
1,Internet,RoundTrip,18,45,4,Tue,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,45,60,1,Fri,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,2,61,5,Fri,JHBKTM,1,0,0,4.75,1
1,Mobile,RoundTrip,103,62,10,Mon,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,5,42,3,Wed,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,10,20,10,Fri,JHBKTM,1,0,1,4.75,1
1,Internet,RoundTrip,10,66,2,Mon,JHBKTM,1,0,0,4.75,0
2,Internet,RoundTrip,47,61,8,Tue,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,40,43,3,Wed,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,8,57,3,Sat,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,10,62,8,Tue,JHBKTM,1,0,0,4.75,1
4,Internet,RoundTrip,0,60,2,Mon,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,10,33,2,Sat,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,3,60,4,Mon,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,21,58,5,Wed,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,20,65,8,Thu,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,13,97,9,Fri,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,38,60,2,Fri,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,12,46,6,Wed,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,4,91,0,Fri,JHBKTM,1,1,1,4.75,1
2,Internet,RoundTrip,1,59,2,Thu,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,27,44,3,Thu,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,40,63,2,Tue,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,9,46,8,Mon,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,22,60,14,Thu,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,28,83,6,Tue,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,5,31,5,Wed,JHBKTM,0,0,0,4.75,0
2,Internet,RoundTrip,7,61,8,Sat,JHBKTM,1,0,0,4.75,1
2,Internet,RoundTrip,12,29,9,Fri,JHBKTM,1,1,1,4.75,0
1,Internet,RoundTrip,72,69,10,Fri,JHBKTM,1,0,1,4.75,1
1,Internet,RoundTrip,10,27,3,Wed,JHBKTM,1,0,1,4.75,0
2,Internet,RoundTrip,3,90,5,Fri,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,19,44,2,Tue,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,10,62,4,Fri,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,4,68,8,Tue,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,4,20,2,Wed,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,34,80,3,Tue,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,0,61,2,Mon,JHBKTM,0,0,0,4.75,0
1,Internet,RoundTrip,8,90,9,Fri,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,16,61,2,Fri,JHBKTM,1,0,1,4.75,1
1,Internet,RoundTrip,1,22,2,Mon,JHBKTM,0,0,0,4.75,0
1,Internet,RoundTrip,2,88,3,Thu,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,74,64,3,Thu,JHBKTM,1,0,1,4.75,1
1,Internet,RoundTrip,12,63,3,Tue,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,48,21,8,Mon,JHBKTM,1,0,0,4.75,1
2,Internet,RoundTrip,13,89,10,Thu,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,13,62,8,Wed,JHBKTM,1,0,0,4.75,0
2,Internet,RoundTrip,60,17,9,Fri,JHBKTM,1,0,0,4.75,0
2,Internet,RoundTrip,20,60,13,Thu,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,2,62,9,Mon,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,1,19,9,Tue,JHBKTM,0,0,0,4.75,0
2,Internet,RoundTrip,8,47,0,Sat,JHBKTM,1,0,0,4.75,1
1,Mobile,RoundTrip,3,34,11,Fri,JHBKTM,1,0,0,4.75,0
1,Mobile,RoundTrip,38,25,5,Thu,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,40,71,16,Sat,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,19,55,3,Fri,JHBKTM,1,1,1,4.75,0
1,Internet,RoundTrip,32,30,10,Mon,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,60,39,3,Sat,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,11,37,1,Fri,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,10,41,10,Wed,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,1,19,9,Tue,JHBKTM,0,0,0,4.75,1
2,Internet,RoundTrip,39,57,4,Sat,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,11,49,5,Wed,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,4,60,4,Thu,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,19,30,8,Mon,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,13,62,3,Thu,JHBKTM,1,0,1,4.75,1
1,Internet,RoundTrip,2,50,8,Thu,JHBKTM,1,0,1,4.75,1
1,Internet,RoundTrip,12,74,9,Wed,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,63,45,6,Thu,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,32,61,9,Tue,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,14,51,6,Tue,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,0,30,6,Thu,JHBKTM,0,0,0,4.75,1
1,Mobile,RoundTrip,17,32,12,Thu,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,33,30,5,Fri,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,12,29,10,Fri,JHBKTM,1,1,1,4.75,0
1,Internet,RoundTrip,9,60,4,Fri,JHBKTM,1,0,1,4.75,0
1,Internet,RoundTrip,17,28,9,Mon,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,17,51,5,Tue,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,10,28,5,Wed,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,29,57,16,Sun,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,6,32,15,Tue,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,19,60,7,Tue,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,85,34,6,Mon,JHBKTM,0,0,1,4.75,1
1,Internet,RoundTrip,0,31,6,Mon,JHBKTM,0,0,0,4.75,1
1,Internet,RoundTrip,1,121,10,Tue,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,12,89,7,Wed,JHBKTM,1,0,0,4.75,0
2,Internet,RoundTrip,46,62,16,Wed,JHBKTM,1,1,0,4.75,1
1,Internet,RoundTrip,6,91,7,Mon,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,2,32,4,Sat,JHBKTM,1,0,0,4.75,0
1,Mobile,RoundTrip,1,31,12,Mon,JHBKTM,1,0,0,4.75,1
3,Internet,RoundTrip,36,34,2,Tue,JHBKTM,1,1,1,4.75,1
2,Internet,RoundTrip,60,93,6,Fri,JHBKTM,1,0,0,4.75,1
2,Internet,RoundTrip,135,22,7,Mon,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,83,91,7,Sat,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,15,65,13,Sun,JHBKTM,1,0,0,4.75,1
2,Internet,RoundTrip,19,67,1,Fri,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,7,48,2,Fri,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,9,50,5,Thu,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,9,62,7,Mon,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,4,22,4,Thu,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,6,145,2,Mon,JHBKTM,1,1,0,4.75,0
1,Internet,RoundTrip,8,49,0,Wed,JHBKTM,1,0,1,4.75,1
1,Internet,RoundTrip,17,62,5,Tue,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,3,62,2,Fri,JHBKTM,1,0,0,4.75,1
2,Internet,RoundTrip,23,64,6,Wed,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,75,30,7,Thu,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,4,91,4,Wed,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,29,78,1,Fri,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,4,59,10,Fri,JHBKTM,0,0,0,4.75,1
2,Internet,RoundTrip,15,20,2,Sat,JHBKTM,1,0,0,4.75,1
3,Internet,RoundTrip,5,62,6,Mon,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,8,28,8,Wed,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,52,31,1,Tue,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,12,63,17,Tue,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,4,63,6,Thu,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,24,18,1,Wed,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,14,62,5,Fri,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,0,88,3,Mon,JHBKTM,0,0,0,4.75,0
1,Internet,RoundTrip,2,90,1,Mon,JHBKTM,1,1,1,4.75,0
1,Internet,RoundTrip,43,23,10,Fri,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,110,20,2,Thu,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,20,62,2,Tue,JHBKTM,1,0,1,4.75,1
1,Internet,RoundTrip,24,45,7,Fri,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,20,91,7,Fri,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,24,35,2,Tue,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,3,29,2,Mon,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,1,60,6,Sat,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,2,59,5,Thu,JHBKTM,1,0,1,4.75,0
1,Internet,RoundTrip,24,44,7,Thu,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,67,45,10,Mon,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,8,61,4,Tue,JHBKTM,1,0,1,4.75,0
1,Internet,RoundTrip,5,62,7,Fri,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,26,62,4,Mon,JHBKTM,1,1,1,4.75,0
1,Internet,RoundTrip,16,53,5,Wed,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,74,19,8,Sun,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,2,61,2,Tue,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,15,45,6,Tue,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,2,45,3,Thu,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,11,92,1,Thu,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,42,62,10,Mon,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,133,75,7,Mon,JHBKTM,1,0,1,4.75,0
1,Internet,RoundTrip,29,83,13,Sun,JHBKTM,1,0,1,4.75,1
1,Internet,RoundTrip,2,29,7,Wed,JHBKTM,1,1,1,4.75,1
2,Internet,RoundTrip,3,33,8,Wed,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,5,26,3,Tue,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,5,29,4,Thu,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,3,29,3,Wed,JHBKTM,1,0,1,4.75,1
1,Mobile,RoundTrip,21,60,8,Mon,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,20,29,11,Tue,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,10,39,2,Wed,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,33,31,1,Wed,JHBKTM,1,0,0,4.75,0
2,Internet,RoundTrip,28,64,8,Thu,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,22,61,5,Mon,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,14,57,3,Sat,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,8,37,10,Tue,JHBKTM,0,0,0,4.75,0
1,Internet,RoundTrip,1,20,8,Thu,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,40,19,10,Thu,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,16,48,8,Mon,JHBKTM,1,0,1,4.75,0
1,Internet,RoundTrip,15,64,7,Fri,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,7,44,8,Wed,JHBKTM,1,0,0,4.75,0
1,Mobile,RoundTrip,0,59,0,Sat,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,16,41,8,Thu,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,35,93,8,Wed,JHBKTM,1,0,1,4.75,1
1,Internet,RoundTrip,15,62,8,Mon,JHBKTM,1,0,1,4.75,1
1,Internet,RoundTrip,23,20,9,Thu,JHBKTM,1,1,1,4.75,0
1,Internet,RoundTrip,31,30,12,Thu,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,22,62,3,Tue,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,10,36,3,Thu,JHBKTM,1,1,1,4.75,0
1,Internet,RoundTrip,1,27,8,Tue,JHBKTM,0,0,0,4.75,1
1,Internet,RoundTrip,14,76,4,Sat,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,13,61,5,Fri,JHBKTM,1,0,1,4.75,0
1,Internet,RoundTrip,30,46,1,Sat,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,7,91,1,Thu,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,18,61,6,Thu,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,10,71,1,Wed,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,31,89,3,Wed,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,17,91,8,Mon,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,4,27,8,Wed,JHBKTM,0,0,0,4.75,0
3,Internet,RoundTrip,18,63,8,Mon,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,15,121,2,Tue,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,21,39,6,Mon,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,1,119,1,Mon,JHBKTM,1,0,0,4.75,0
1,Mobile,RoundTrip,46,18,15,Thu,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,14,60,5,Mon,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,24,55,6,Fri,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,73,62,9,Fri,JHBKTM,1,0,1,4.75,0
1,Internet,RoundTrip,19,62,4,Wed,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,151,52,5,Mon,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,1,28,2,Tue,JHBKTM,0,0,0,4.75,0
1,Internet,RoundTrip,22,90,7,Fri,JHBKTM,1,1,1,4.75,0
1,Internet,RoundTrip,26,46,1,Wed,JHBKTM,1,0,0,4.75,1
4,Internet,RoundTrip,5,85,9,Wed,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,22,21,7,Fri,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,0,71,8,Wed,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,15,90,6,Tue,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,5,31,2,Mon,JHBKTM,1,0,1,4.75,0
1,Internet,RoundTrip,2,50,14,Thu,JHBKTM,1,0,0,4.75,1
4,Internet,RoundTrip,22,31,2,Wed,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,19,91,4,Thu,JHBKTM,1,0,1,4.75,0
1,Internet,RoundTrip,12,34,2,Mon,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,11,29,1,Tue,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,21,65,1,Mon,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,54,95,8,Sun,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,45,84,5,Tue,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,73,19,3,Mon,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,69,45,2,Tue,JHBKTM,1,0,0,4.75,0
2,Internet,RoundTrip,19,88,6,Wed,JHBKTM,1,0,1,4.75,0
1,Internet,RoundTrip,12,61,7,Fri,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,3,61,9,Tue,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,24,45,9,Fri,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,3,36,4,Fri,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,20,91,16,Wed,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,20,39,2,Thu,JHBKTM,1,0,0,4.75,1
2,Internet,RoundTrip,58,90,2,Thu,JHBKTM,1,0,0,4.75,0
2,Internet,RoundTrip,25,90,7,Thu,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,16,93,1,Mon,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,0,31,6,Mon,JHBKTM,0,0,0,4.75,1
1,Internet,RoundTrip,7,64,6,Mon,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,27,48,8,Tue,JHBKTM,1,0,1,4.75,1
1,Internet,RoundTrip,113,88,9,Thu,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,3,47,7,Tue,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,6,61,5,Fri,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,17,86,7,Thu,JHBKTM,1,0,1,4.75,0
1,Internet,RoundTrip,29,63,6,Mon,JHBKTM,1,0,0,4.75,1
2,Mobile,RoundTrip,58,30,6,Fri,JHBKTM,1,0,0,4.75,0
2,Internet,RoundTrip,23,30,5,Fri,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,2,91,2,Fri,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,1,29,10,Tue,JHBKTM,0,0,0,4.75,0
1,Mobile,RoundTrip,36,47,12,Sat,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,89,27,13,Tue,JHBKTM,1,1,1,4.75,0
1,Internet,RoundTrip,6,47,9,Wed,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,2,62,3,Wed,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,28,67,3,Mon,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,27,60,10,Mon,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,14,47,9,Wed,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,7,61,1,Thu,JHBKTM,1,0,1,4.75,1
1,Internet,RoundTrip,12,89,9,Wed,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,90,61,8,Fri,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,3,45,6,Wed,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,6,60,7,Thu,JHBKTM,1,0,1,4.75,0
1,Internet,RoundTrip,10,27,9,Fri,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,27,69,1,Thu,JHBKTM,1,0,0,4.75,0
2,Internet,RoundTrip,16,73,9,Thu,JHBKTM,1,0,1,4.75,0
1,Internet,RoundTrip,1,32,2,Tue,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,66,19,10,Sat,JHBKTM,1,0,1,4.75,1
1,Internet,RoundTrip,7,62,4,Thu,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,3,91,3,Sat,JHBKTM,0,0,0,4.75,0
2,Internet,RoundTrip,19,61,2,Wed,JHBKTM,1,0,0,4.75,0
2,Internet,RoundTrip,10,58,3,Fri,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,3,69,7,Tue,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,47,64,16,Sat,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,32,32,12,Thu,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,6,48,5,Wed,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,44,28,11,Sun,JHBKTM,1,0,1,4.75,0
1,Internet,RoundTrip,12,36,11,Tue,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,20,62,8,Thu,JHBKTM,1,1,0,4.75,1
1,Internet,RoundTrip,68,57,2,Wed,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,19,59,5,Wed,JHBKTM,1,0,0,4.75,1
1,Internet,RoundTrip,28,91,1,Tue,JHBKTM,1,0,0,4.75,0
1,Internet,RoundTrip,28,60,2,Wed,JHBKTM,1,0,0,4.75,0
